time,tpt
2.563599,10925657.868999
2.567761,11811242.162905
2.571778,12236051.841905
2.576055,11490619.921189
2.580154,11992127.238734
2.584470,11388143.096911
2.588249,13007403.729943
2.592717,11001183.334479
2.597034,11384392.320538
2.601041,12266925.422125
2.605655,10651752.364094
2.609798,11865630.998961
2.613861,12096449.694968
2.618021,11816304.923749
2.622063,12160852.209721
2.626407,11313646.164980
2.630379,12375354.533816
2.634529,11844420.528979
2.638546,12234063.074421
2.642395,12769804.732559
2.646733,11331097.328898
2.650540,12912554.432806
2.655069,10851562.406860
2.659157,12024565.812187
2.663214,12114496.185629
2.667496,11478378.324099
2.671429,12499345.177941
2.675233,12921624.793368
2.679428,11716194.077115
2.683547,11931883.973886
2.687400,12757617.467180
2.691747,11306595.951368
2.695457,13248492.523060
2.699913,11031602.515776
2.704168,11551798.129319
2.708154,12330769.273224
2.711998,12787019.842878
2.716437,11070739.031292
2.720268,12831748.552865
2.724003,13158345.612171
2.728507,10914824.971304
2.732290,12991863.433186
2.736606,11387095.690571
2.740459,12757481.705503
2.744785,11361542.869414
2.749244,11024093.223924
2.754419,9497932.472158
2.759582,9519401.163973
2.764172,10708613.383588
2.767508,14735796.274738
2.770215,18157403.319917
2.772918,18185336.370636
2.776587,13394510.463508
2.781787,9453380.287379
2.786223,11079408.286745
2.790651,11101020.597371
2.795151,10922275.891907
2.799676,10862101.999717
2.804081,11157456.748171
2.808583,10916984.982482
2.812654,12076011.653430
2.816852,11708120.221662
2.821338,10956011.897544
2.825489,11841567.003196
2.829695,11686251.535913
2.833997,11424767.423049
2.838455,11024849.875244
2.842936,10969616.625825
2.847111,11774158.080145
2.850996,12651470.419415
2.854651,13447037.107661
2.858554,12592618.591893
2.862878,11367252.543941
2.866593,13230632.985331
2.871044,11044224.307944
2.875190,11853792.613133
2.879208,12234599.033867
2.883319,11955200.105853
2.887392,12068625.575753
2.891722,11351110.550699
2.895658,12486215.550307
2.899870,11670355.203615
2.903909,12168664.945050
2.908128,11651236.616438
2.912070,12468892.457325
2.916508,11075718.326312
2.920250,13135404.340199
2.924757,10904932.822579
2.928999,11586924.446190
2.932937,12481139.391514
2.937153,11657772.097102
2.941182,12202263.843668
2.945436,11553136.742910
2.949441,12273897.292011
2.953713,11503851.468501
2.957625,12564577.768121
2.962130,10910379.155209
2.966750,10640538.694590
2.971878,9584625.287600
2.976402,10864743.099622
2.981082,10502822.184733
2.985514,11090247.702957
2.989879,11259209.440950
2.994302,11112563.083555
2.998673,11244717.885740
3.002955,11480177.238316
3.006906,12440675.074685
3.011395,10949524.633980
3.015567,11779245.550251
3.020344,10290250.724371
3.025494,9544340.834252
3.029924,11094588.408647
3.035000,9683457.407228
3.038985,12333448.758676
3.043357,11242475.110310
3.047863,10909165.967717
3.051646,12991997.361001
3.056002,11282803.732654
3.060513,10895872.505523
3.064683,11787833.388453
3.068801,11937729.120996
3.073670,10094747.104527
3.078331,10543655.069404
3.082417,12029713.038773
3.086425,12264427.769826
3.090922,10929581.448530
3.095032,11959889.404115
3.099118,12029209.599286
3.103309,11728075.297145
3.107227,12544436.507189
3.111661,11085000.338287
3.115447,12983897.980036
3.119706,11541471.645648
3.122800,15886277.626535
3.125526,18030357.999009
3.128230,18175323.537177
3.130934,18174853.091041
3.133642,18152890.236174
3.136346,18180574.024105
3.139046,18203257.861710
3.141751,18169337.247252
3.144451,18206494.360847
3.147159,18145652.530246
3.149883,18044675.550478
3.152587,18178301.354016
3.155287,18208753.849522
3.157987,18198519.815216
