time,tpt
2.576782,18133482.084554
2.579477,18234254.073140
2.582182,18171957.023499
2.584888,18162421.981438
2.587588,18203379.209661
2.590295,18159643.930289
2.592997,18189192.469722
2.595701,18178913.170836
2.598404,18186231.270609
2.601106,18187994.413941
2.603803,18227113.573103
2.606502,18209583.593592
2.609206,18175572.211402
2.611907,18203345.501735
2.614605,18217257.248709
2.617307,18191730.446166
2.620007,18198317.677493
2.622704,18225417.174504
2.625410,18169437.993910
2.628111,18197596.756184
2.630812,18197637.180166
2.633515,18180426.081543
2.636216,18198149.232821
2.638917,18198560.243299
2.641621,18177723.191353
2.644329,18150537.348519
2.647031,18189616.538518
2.649730,18213105.788086
2.652436,18160549.723151
2.655142,18164422.167602
2.657851,18143361.793074
2.660549,18221809.153686
2.663252,18183896.641240
2.665950,18216014.987297
2.668648,18217932.461849
2.671352,18179713.301128
2.674052,18200656.011601
2.676751,18210919.438022
2.679460,18143837.307896
2.682161,18199106.040006
2.684860,18214334.153285
2.687557,18223025.180860
2.690276,18075778.376070
2.692994,18088437.266774
2.695696,18189677.121389
2.698395,18207512.747519
2.701092,18225903.758536
2.703803,18129816.746917
2.706504,18198149.232821
2.709200,18232914.803263
2.711902,18189656.927054
2.714602,18205536.776651
2.717303,18197307.056232
2.720002,18212505.164323
2.722705,18180816.117128
2.725410,18173986.189812
2.728113,18180284.865889
2.730818,18175612.537593
2.733525,18154197.659589
2.736229,18182147.744007
2.738927,18212032.791441
2.741627,18205192.880152
2.744324,18224741.406448
2.747028,18177340.010784
2.749729,18198789.339165
2.752432,18183149.955497
2.755133,18201356.955005
2.757836,18180715.244252
2.760542,18164167.085799
2.763241,18210777.748261
2.765942,18197253.159585
2.768647,18174409.549848
2.771346,18208504.266507
2.774047,18197805.615359
2.776753,18166899.518772
2.779454,18198182.921506
2.782151,18224552.200372
2.784856,18171943.586822
2.787553,18220546.008436
2.790257,18178523.216894
2.792961,18175061.428468
2.795664,18188452.079542
2.798359,18237826.421546
2.801062,18186783.057342
2.803764,18189596.344317
2.806471,18155009.027271
2.809170,18210237.997941
2.811872,18190148.335271
2.814569,18229621.577356
2.817266,18221890.217115
2.819965,18212808.845544
2.822668,18181387.751237
2.825372,18176997.178705
2.828073,18199665.347137
2.830782,18144239.170840
2.833484,18189192.469722
2.836182,18221795.643185
2.838888,18163482.427962
2.841585,18220248.823239
2.844286,18198135.757382
2.846985,18213598.464117
2.849682,18226579.612796
2.852383,18192693.312172
2.855083,18208227.709535
2.857783,18204889.452853
2.860482,18209300.257847
2.863181,18212862.834377
2.865881,18204127.557780
2.868578,18223187.330080
2.871281,18188297.278305
2.873988,18155988.129459
2.876690,18190794.611155
2.879392,18190902.328267
2.882094,18189098.234897
2.884799,18172984.988209
2.887500,18196532.322612
2.890201,18194861.817221
2.892909,18154211.070035
2.895614,18166959.950413
2.898314,18205455.858659
