src_non_pref_nr,delta_hot,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,src_len,src_load,dst_load,dst_len,delta_faults,extra_fails,buddy_hot,can_migrate,prediction,output
1,1,0,0,1,1,0,0,1325,0.0,0.0,1,0.0,0,0,0,0,-12.235544
1,1,0,0,1,0,0,0,2,0.0,0.0,0,0.0,0,0,0,0,-0.004774686
1,1,0,0,1,0,0,0,1252,0.0,0.0,44,0.0,0,1,0,0,-18.13251
1,1,1,0,0,1,0,0,56,0.0,0.0,0,0.0,0,0,0,0,-0.67861503
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
1,1,0,0,1,1,1,1,67,0.0,0.0,0,0.0,0,0,1,0,-0.31600812
1,1,0,0,1,1,0,0,1476,0.0,0.0,0,0.0,0,0,0,0,-13.457336
1,1,1,0,0,1,0,0,104,0.0,0.0,0,0.0,0,0,0,0,-1.1172769
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,0,0,0,-2,0.0,0.0,8,0.0,0,1,0,0,-4.3359423
1,1,1,0,0,1,0,0,335,0.0,0.0,0,0.0,0,0,0,0,-3.2283366
1,1,1,0,0,1,0,0,151,0.0,0.0,470,0.0,0,0,0,0,-234.72847
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
1,1,0,0,1,1,0,0,196,0.0,0.0,0,0.0,0,0,0,0,-1.7596847
1,1,0,0,1,0,0,0,13,0.0,0.0,7,0.0,0,0,0,0,-2.300978
1,1,0,0,1,1,0,0,7,0.0,0.0,8,0.0,0,0,0,0,-3.6220791
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
0,1,0,0,1,0,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.48809054
1,1,0,0,1,0,0,0,1204,0.0,0.0,1,0.0,0,1,0,0,-10.893585
1,1,0,0,1,1,0,0,5,0.0,0.0,0,0.0,0,0,0,0,-0.03820021
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,1,0,0,1,0,0,1429,0.0,0.0,0,0.0,1,0,0,0,-13.410016
1,1,1,0,0,1,0,0,343,0.0,0.0,0,0.0,0,0,0,0,-3.3014467
1,1,0,0,1,1,0,0,1,0.0,0.0,10,0.0,0,0,0,0,-5.175244
1,1,0,0,1,1,0,0,323,0.0,0.0,2,0.0,0,0,0,0,-3.2366018
1,1,0,0,1,1,0,0,1579,0.0,0.0,0,0.0,1,0,0,0,-14.582487
1,1,0,0,1,0,0,0,234,0.0,0.0,0,0.0,0,0,0,0,-1.9643801
1,1,0,0,1,1,0,0,1186,0.0,0.0,2,0.0,0,1,0,0,-11.029793
1,1,0,0,1,0,0,0,1476,0.0,0.0,0,0.0,0,0,0,0,-13.314752
1,1,0,0,1,0,0,0,165,0.0,0.0,1,0.0,0,0,0,0,-1.491948
1,1,0,0,1,1,0,0,160,0.0,0.0,0,0.0,0,0,0,0,-1.430689
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
1,1,0,0,1,0,0,0,4,0.0,0.0,1,0.0,0,0,0,0,-0.1887555
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,104,0.0,0,0,0,0,-54.73113
0,1,0,0,1,0,1,0,-2,0.0,0.0,8,-0.4613778705636743,0,0,0,0,-4.6052904
1,1,0,0,1,0,0,0,2,0.0,0.0,0,0.0,0,0,0,0,-0.004774686
1,1,0,0,1,1,0,0,0,0.0,0.0,39,0.0,0,0,0,0,-20.503126
1,1,0,0,1,0,1,0,10,0.0,0.0,4,-0.4613778705636743,0,0,0,0,-0.73293155
1,1,1,0,0,1,0,0,315,0.0,0.0,0,0.0,0,0,0,0,-3.0455623
1,1,0,0,1,0,0,0,1400,0.0,0.0,73,0.0,0,1,0,0,-24.071299
1,1,1,0,0,1,0,0,1429,0.0,0.0,0,0.0,1,0,0,0,-13.410016
1,1,0,0,1,1,0,0,1539,0.0,0.0,31,0.0,1,1,0,0,-19.025875
1,1,0,0,1,0,0,0,1077,0.0,0.0,0,0.0,0,0,0,0,-9.668376
1,1,1,0,0,1,0,0,1453,0.0,0.0,0,0.0,1,0,0,0,-13.629356
1,1,0,0,1,0,0,0,1573,0.0,0.0,42,0.0,0,1,0,0,-20.74978
1,1,1,0,0,1,0,0,93,0.0,0.0,0,0.0,0,0,0,0,-1.0167512
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
0,1,1,0,0,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.7748907
1,1,0,0,1,1,0,0,1534,0.0,0.0,0,0.0,1,0,0,0,-14.171232
0,1,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.75209916
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
1,1,1,0,0,1,0,0,343,0.0,0.0,0,0.0,0,0,0,0,-3.3014467
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
0,1,0,0,1,1,0,0,-2,0.0,0.0,6,0.0,0,0,0,0,-3.2185628
1,1,0,0,1,1,0,0,2,0.0,0.0,2,0.0,0,0,0,0,-0.902774
1,1,1,0,0,1,0,0,0,0.0,0.0,1,0.0,0,0,0,0,-0.9689999
1,1,0,0,1,1,0,0,0,0.0,0.0,2,0.0,0,0,1,0,-1.0554448
1,1,0,0,1,1,0,0,1,0.0,0.0,0,0.0,0,0,0,0,-0.26953453
1,1,0,0,1,0,0,0,1598,0.0,0.0,24,0.0,0,1,0,0,-18.131618
1,1,0,0,1,1,0,0,0,0.0,0.0,1,0.0,0,0,0,0,-0.61498195
1,1,1,0,0,1,0,0,1,0.0,0.0,0,0.0,0,0,0,0,-0.5236102
1,1,1,0,0,1,0,0,343,0.0,0.0,0,0.0,0,0,0,0,-3.3014467
1,1,0,0,1,1,0,0,2,0.0,0.0,1,0.0,0,0,0,0,-0.48373452
1,1,0,0,1,1,1,1,5,0.0,0.0,0,0.0,0,0,0,0,0.18010862
1,1,0,0,1,1,0,0,11,0.0,0.0,150,0.0,0,0,0,0,-77.931725
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,1,0,0,0,0.0,0.0,26,0.0,0,0,0,0,-13.669498
1,1,0,0,1,1,0,0,202,0.0,0.0,140,0.0,0,0,0,0,-51.203312
1,1,0,0,1,1,0,0,1,0.0,0.0,0,0.0,0,0,0,0,-0.26953453
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
1,1,0,0,1,1,0,0,0,0.0,0.0,3,0.0,0,0,0,0,-1.5803897
1,1,1,0,0,0,0,0,1554,0.0,0.0,47,0.0,0,1,0,0,-21.565237
1,1,0,0,1,0,0,0,1496,0.0,0.0,0,0.0,0,0,0,0,-13.497538
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
1,1,0,0,1,0,0,0,5,0.0,0.0,0,0.0,0,0,0,0,0.053377908
1,1,0,0,1,1,0,0,11,0.0,0.0,7,0.0,0,0,0,0,-2.5873976
1,1,0,0,1,1,0,0,5,0.0,0.0,0,0.0,0,0,0,0,-0.03820021
0,1,0,0,1,0,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.63564813
1,1,0,1,0,1,0,0,0,0.0,0.0,1,0.0,0,0,0,0,-0.41995305
0,1,0,0,1,1,0,0,-2,0.0,0.0,5,0.0,0,1,0,0,-2.49433
1,1,1,0,0,1,0,0,141,0.0,0.0,0,0.0,1,0,1,0,-1.6392554
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,1,0,0,2,0.0,0.0,0,0.0,0,0,0,0,-0.17041558
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
1,1,0,0,1,1,0,0,1077,0.0,0.0,0,0.0,0,0,0,0,-9.810968
1,1,0,0,1,0,0,0,1275,0.0,0.0,15,0.0,0,1,0,0,-13.756472
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
1,1,0,0,1,1,0,0,225,0.0,0.0,5,0.0,0,0,0,0,-2.8154411
1,1,0,0,1,1,0,0,216,0.0,0.0,1,0.0,0,1,0,0,-2.0070262
1,1,0,0,1,1,0,0,83,0.0,0.0,0,0.0,0,0,0,0,-0.7270015
1,1,1,0,0,1,0,0,1539,0.0,0.0,0,0.0,1,0,0,0,-14.415289
1,1,0,0,1,0,0,0,229,0.0,0.0,0,0.0,0,0,0,0,-1.9186857
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
1,1,0,0,1,0,0,0,13,0.0,0.0,0,0.0,0,0,0,0,0.055294666
1,1,1,0,0,1,0,0,1567,0.0,0.0,0,0.0,1,0,0,0,-14.671183
1,1,0,0,1,0,0,0,1453,0.0,0.0,0,0.0,0,0,0,0,-13.104556
1,1,0,0,1,1,0,0,113,0.0,0.0,14,0.0,0,0,1,0,-3.2152104
1,1,0,0,1,0,0,0,1598,0.0,0.0,0,0.0,0,0,0,0,-14.429695
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
1,1,0,0,1,1,0,0,1496,0.0,0.0,29,0.0,1,1,0,0,-18.316614
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,1,0,0,1,0,0,151,0.0,0.0,88,0.0,0,1,0,0,-30.331291
1,1,1,0,0,1,0,0,211,0.0,0.0,3,0.0,0,0,0,0,-2.5695667
1,1,0,0,1,0,0,0,157,0.0,0.0,18,0.0,0,1,0,0,-4.0137415
1,1,1,0,0,1,0,0,3,0.0,0.0,0,0.0,0,0,0,0,-0.32281524
1,1,0,0,1,0,0,0,45,0.0,0.0,167,0.0,0,0,0,0,-84.29284
1,1,0,0,1,1,1,1,0,0.0,0.0,0,0.0,0,0,0,0,-0.7495897
0,1,0,0,1,0,0,0,-2,0.0,0.0,16,0.0,0,0,0,0,-8.741322
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
0,1,0,0,1,0,0,1,-1,0.0,0.0,1,0.4613778705636743,0,0,1,0,-1.0316788
1,1,0,0,1,0,0,0,1598,0.0,0.0,0,0.0,0,0,0,0,-14.429695
1,1,1,0,0,1,0,0,1390,0.0,0.0,0,0.0,1,0,0,0,-13.053618
1,1,0,0,1,0,0,0,1496,0.0,0.0,0,0.0,0,0,0,0,-13.497538
0,1,0,0,1,1,1,1,0,0.0,0.0,1,0.0,0,0,0,0,-0.66783774
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,0,0,0,1453,0.0,0.0,0,0.0,0,0,0,0,-13.104556
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.60420316
0,1,0,0,1,0,0,0,9,0.0,0.0,1,0.0,0,1,0,0,-0.25713375
0,1,0,0,1,1,0,0,-2,0.0,0.0,3,0.0,0,0,0,0,-1.6437285
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,1,1,1,5,0.0,0.0,7,0.0,0,0,1,0,-3.4615946
1,1,1,0,0,1,0,0,323,0.0,0.0,0,0.0,0,0,0,0,-3.1186705
1,1,1,0,0,1,0,0,323,0.0,0.0,0,0.0,0,0,0,0,-3.1186705
1,1,0,0,1,0,0,0,1476,0.0,0.0,0,0.0,0,0,0,0,-13.314752
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,1,0,0.0,0.0,0,0.4613778705636743,0,0,1,0,-0.5145495
1,1,0,0,1,0,0,0,165,0.0,0.0,1,0.0,0,0,0,0,-1.491948
1,1,0,0,1,0,1,0,49,0.0,0.0,0,-0.1238574040219378,0,0,0,0,-0.19231217
1,1,1,0,0,1,0,0,1452,0.0,0.0,0,0.0,1,0,0,0,-13.620212
1,1,0,0,1,1,0,0,887,0.0,0.0,0,0.0,0,0,0,0,-8.074597
1,1,1,0,0,1,0,0,315,0.0,0.0,0,0.0,0,0,0,0,-3.0455623
1,1,1,0,0,1,0,0,1275,0.0,0.0,0,0.0,1,0,0,0,-12.002647
1,1,0,0,1,1,0,0,1534,0.0,0.0,0,0.0,1,0,0,0,-14.171232
1,1,0,0,1,0,0,0,233,0.0,0.0,2,0.0,0,0,0,0,-2.2715328
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,1,1,35,0.0,0.0,0,0.0,0,0,0,0,-0.023566741
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,648,0.0,0.0,0,0.0,0,0,0,0,-5.7478414
1,1,0,0,1,1,0,0,7,0.0,0.0,738,0.0,0,0,0,0,-387.35635
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
0,1,0,0,1,1,0,0,-2,0.0,0.0,10,0.0,0,0,1,0,-5.318762
1,1,0,0,1,1,0,0,5,0.0,0.0,6,0.0,0,0,0,0,-2.7380319
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,283,0.0,0.0,11,0.0,0,0,1,0,-4.2943664
0,1,0,0,1,1,0,0,-2,0.0,0.0,39,0.0,0,0,1,0,-20.563
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
1,1,0,0,1,1,0,0,957,0.0,0.0,0,0.0,0,0,0,0,-8.714306
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
0,1,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.75209916
1,1,0,0,1,1,0,0,181,0.0,0.0,0,0.0,0,0,0,0,-1.6226028
1,1,0,0,1,1,0,0,-1,0.0,0.0,5,0.0,0,0,0,0,-2.716731
1,1,1,0,0,1,0,0,8,0.0,0.0,6,0.0,0,1,0,0,-2.6961992
1,1,1,0,0,1,0,0,4,0.0,0.0,205,0.0,0,1,0,0,-107.52109
1,1,1,0,0,1,0,0,315,0.0,0.0,0,0.0,0,0,0,0,-3.0455623
1,1,0,0,1,1,0,0,1361,0.0,0.0,0,0.0,1,0,0,0,-12.590222
1,1,0,0,1,1,0,0,10,0.0,0.0,4,0.0,0,0,0,0,-1.319247
1,1,0,0,1,0,0,0,4,0.0,0.0,0,0.0,0,0,0,0,0.024474535
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,0,0,0,1390,0.0,0.0,58,0.0,0,1,0,0,-21.607725
1,1,1,0,0,1,0,0,1567,0.0,0.0,0,0.0,1,0,0,0,-14.671183
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,0,0,0,957,0.0,0.0,2,0.0,0,1,0,0,-8.794441
1,1,0,0,1,1,0,0,1079,0.0,0.0,0,0.0,1,0,0,0,-10.013084
1,1,0,0,1,0,0,0,1237,0.0,0.0,31,0.0,0,1,0,0,-15.939525
1,1,0,0,1,0,0,0,176,0.0,0.0,0,0.0,0,0,0,0,-1.4343301
1,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.39707482
1,1,0,0,1,0,0,0,1252,0.0,0.0,44,0.0,0,1,0,0,-18.13251
1,1,0,0,1,1,0,0,1024,0.0,0.0,2,0.0,0,1,0,0,-9.549316
0,1,0,0,1,1,0,0,-1,0.0,0.0,73,0.0,0,0,0,0,-38.35192
1,1,0,0,1,1,0,0,1429,0.0,0.0,0,0.0,1,0,0,0,-13.2116585
1,1,1,0,0,1,0,0,1534,0.0,0.0,0,0.0,1,0,0,0,-14.369598
1,1,0,0,1,0,0,0,277,0.0,0.0,2,0.0,0,1,0,0,-2.580058
1,1,0,0,1,0,0,0,1453,0.0,0.0,0,0.0,0,0,0,0,-13.104556
1,1,0,0,1,0,0,0,1,0.0,0.0,0,0.0,0,0,0,0,-0.05415792
1,1,0,0,1,1,0,0,12,0.0,0.0,9,0.0,0,0,0,0,-3.4846134
1,1,1,0,0,1,0,0,887,0.0,0.0,0,0.0,0,0,0,0,-8.272951
0,1,0,0,1,1,1,1,-1,0.0,0.0,1,0.0,0,0,0,0,-0.8731192
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
1,1,0,0,1,0,0,0,1598,0.0,0.0,0,0.0,0,0,0,0,-14.429695
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,13,0.0,0.0,0,0.0,0,0,0,0,0.055294666
0,1,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.75209916
0,1,0,0,1,0,0,1,-2,0.0,0.0,5,0.4613778705636743,0,0,1,0,-3.0876496
0,1,0,0,1,1,0,0,-2,0.0,0.0,1,0.0,0,0,0,0,-0.66854924
1,1,1,0,0,1,0,0,151,0.0,0.0,0,0.0,0,0,0,0,-1.5467999
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,1237,0.0,0.0,31,0.0,0,1,0,0,-15.939525
1,1,1,0,0,1,0,0,176,0.0,0.0,75,0.0,0,1,0,0,-23.058886
1,1,0,0,1,0,0,0,925,0.0,0.0,8,0.0,0,1,0,0,-9.450873
1,1,1,0,0,1,0,0,1308,0.0,0.0,0,0.0,1,0,0,0,-12.304225
1,1,0,0,1,0,0,0,1204,0.0,0.0,1,0.0,0,1,0,0,-10.893585
1,1,0,0,1,0,0,0,1571,0.0,0.0,18,0.0,0,1,0,0,-16.935986
1,1,0,0,1,0,0,0,328,0.0,0.0,0,0.0,0,0,0,0,-2.8234272
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,5,0.0,0,0,0,0,-2.693618
1,1,0,0,1,0,0,0,957,0.0,0.0,2,0.0,0,1,0,0,-8.794441
1,1,0,0,1,1,1,1,3169,0.0,0.0,1,0.0,0,0,0,0,-28.822716
1,1,1,0,0,1,0,0,1579,0.0,0.0,0,0.0,1,0,0,0,-14.780846
0,1,0,0,1,1,0,0,-1,0.0,0.0,14,0.0,0,0,0,0,-7.337775
1,1,1,0,0,1,0,0,1429,0.0,0.0,0,0.0,1,0,0,0,-13.410016
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
1,1,1,0,0,1,0,0,1079,0.0,0.0,0,0.0,0,0,0,0,-10.027592
1,1,0,0,1,1,0,0,0,0.0,0.0,78,0.0,0,0,0,0,-41.003998
1,1,0,0,1,1,0,0,7,0.0,0.0,0,0.0,0,0,0,0,-0.032452643
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
1,1,0,0,1,0,0,0,177,0.0,0.0,0,0.0,0,0,0,0,-1.4434677
1,1,0,0,1,1,0,0,6,0.0,0.0,0,0.0,0,0,0,0,-0.02331384
1,1,1,0,0,1,0,0,3,0.0,0.0,0,0.0,0,0,0,0,-0.32281524
0,1,1,0,0,1,1,1,0,0.0,0.0,0,0.0,0,0,0,0,-0.58029735
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,1099,0.0,0.0,0,0.0,0,0,0,0,-9.86942
1,1,0,0,1,1,0,0,249,0.0,0.0,0,0.0,0,0,0,0,-2.2440422
0,1,0,0,1,1,0,0,-1,0.0,0.0,123,0.0,0,0,0,0,-64.63509
1,1,0,0,1,1,0,0,1598,0.0,0.0,0,0.0,1,0,0,0,-14.756121
0,1,0,0,1,0,0,0,-2,0.0,0.0,2,0.0,0,0,0,0,-1.385562
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,1,0,0,89,0.0,0.0,3,0.0,0,0,1,0,-1.2562729
1,1,0,0,1,1,0,0,1400,0.0,0.0,0,0.0,1,0,0,0,-12.946634
1,1,0,0,1,1,0,0,3169,0.0,0.0,1,0.0,0,0,0,0,-29.087471
1,1,0,0,1,0,1,0,7,0.0,0.0,11,-0.4613778705636743,0,0,0,0,-5.5369253
1,1,1,0,0,1,0,0,1514,0.0,0.0,0,0.0,1,0,0,0,-14.186827
1,1,0,0,1,1,1,1,0,0.0,0.0,3,0.0,0,0,1,0,-1.7771395
0,1,0,0,1,0,0,1,-1,0.0,0.0,1,0.4613778705636743,0,0,1,0,-1.0316788
1,1,0,0,1,0,0,0,1204,0.0,0.0,0,0.0,0,0,0,0,-10.829002
1,1,1,0,0,1,1,1,103,0.0,0.0,6,0.0,0,0,0,0,-1.7922428
1,1,0,0,1,1,0,0,91,0.0,0.0,10,0.0,0,0,0,0,-2.381574
1,1,0,0,1,1,1,1,4,0.0,0.0,2,0.0,0,0,0,0,-0.5214228
1,1,0,0,1,0,0,0,1476,0.0,0.0,0,0.0,0,0,0,0,-13.314752
1,1,0,0,1,0,0,0,58,0.0,0.0,0,0.0,0,0,0,0,-0.3559514
1,1,0,0,1,0,0,0,323,0.0,0.0,0,0.0,0,0,0,0,-2.7777307
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,0,0,0,323,0.0,0.0,0,0.0,0,0,0,0,-2.7777307
1,1,0,0,1,1,1,1,4,0.0,0.0,1,0.0,0,0,0,0,-0.10528542
1,1,1,0,0,1,0,0,328,0.0,0.0,0,0.0,0,0,0,0,-3.164367
1,1,0,0,1,0,0,0,220,0.0,0.0,0,0.0,0,0,0,0,-1.8364351
1,1,0,0,1,0,0,0,3,0.0,0.0,0,0.0,0,0,0,0,-0.0022817738
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,1,0,0,1,0,0,336,0.0,0.0,0,0.0,0,0,0,0,-3.237477
1,1,0,0,1,0,0,0,1204,0.0,0.0,0,0.0,0,0,0,0,-10.829002
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,1,1,1,5,0.0,0.0,0,0.0,0,0,0,0,0.18010862
0,1,0,0,1,1,0,0,-2,0.0,0.0,1,0.0,0,0,0,0,-0.66854924
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
1,1,0,0,1,1,1,1,128,0.0,0.0,2,0.0,0,0,0,0,-1.1897672
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,2481,0.0,0.0,0,0.0,0,0,0,0,-22.641819
1,1,1,0,0,1,0,0,1079,0.0,0.0,0,0.0,0,0,0,0,-10.027592
1,1,0,0,1,0,0,0,1476,0.0,0.0,0,0.0,0,0,0,0,-13.314752
1,1,0,0,1,1,0,0,5,0.0,0.0,0,0.0,0,0,0,0,-0.03820021
1,1,0,0,1,1,0,0,13,0.0,0.0,0,0.0,0,0,0,0,-0.087285355
1,1,0,0,1,0,0,0,1400,0.0,0.0,73,0.0,0,1,0,0,-24.071299
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,0,0,0,6,0.0,0.0,1,0.0,0,0,1,0,-0.067590415
1,1,0,0,1,1,0,0,648,0.0,0.0,0,0.0,0,0,0,0,-5.8904214
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,1,1,3,0.0,0.0,0,0.0,0,0,0,0,-0.009609969
1,1,0,0,1,1,0,0,61,0.0,0.0,0,0.0,0,0,0,0,-0.5259476
1,1,0,0,1,1,0,0,1453,0.0,0.0,0,0.0,1,0,0,0,-13.430998
1,1,0,0,1,0,0,0,1120,0.0,0.0,13,0.0,0,1,0,0,-12.023657
1,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.39707482
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
