src_non_pref_nr,delta_hot,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,src_len,src_load,dst_load,dst_len,delta_faults,extra_fails,buddy_hot,can_migrate,prediction,output
1,1,0,0,1,1,0,0,165,0.0,0.0,1,0.0,0,0,0,0,-1.634528
1,1,0,0,1,0,0,0,1057,0.0,0.0,4,0.0,0,1,0,0,-10.02459
1,1,0,0,1,1,1,1,3737,0.0,0.0,0,0.0,0,0,0,0,-33.855396
1,1,0,0,1,0,0,0,1204,0.0,0.0,14,0.0,0,1,0,0,-12.949468
1,1,0,0,1,1,0,0,1338,0.0,0.0,0,0.0,1,0,0,0,-12.380042
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,1275,0.0,0.0,0,0.0,1,0,0,0,-11.80429
1,1,0,0,1,1,1,1,-1,0.0,0.0,3,0.0,0,0,0,0,-1.8750279
1,1,0,0,1,0,0,1,4,0.0,0.0,0,0.4613778705636743,0,0,1,0,0.24407467
1,1,0,0,1,0,0,0,1204,0.0,0.0,0,0.0,0,0,0,0,-10.829002
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,1,0,-0.806652
1,1,1,0,0,1,0,0,1567,0.0,0.0,12,0.0,1,1,0,0,-16.475346
1,1,0,0,1,1,1,1,9,0.0,0.0,0,0.0,0,0,0,0,0.21404183
1,1,0,0,1,1,0,0,141,0.0,0.0,0,0.0,1,0,0,0,-1.4408939
1,1,0,0,1,0,0,0,8,0.0,0.0,0,0.0,0,0,0,0,0.10098852
0,1,0,0,1,1,1,1,-2,0.0,0.0,18,0.0,0,0,1,0,-9.721968
0,1,0,0,1,1,0,0,0,0.0,0.0,2,0.0,0,0,0,0,-0.94617444
1,1,0,0,1,1,0,0,157,0.0,0.0,620,0.0,0,0,0,0,-312.78214
0,1,0,0,1,1,1,1,-2,0.0,0.0,4,0.0,0,0,0,0,-2.3626804
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,1554,0.0,0.0,0,0.0,1,0,0,0,-14.354011
1,1,0,0,1,0,0,0,336,0.0,0.0,3,0.0,0,0,0,0,-3.3709738
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,1269,0.0,0.0,0,0.0,0,0,0,0,-11.423013
1,1,0,0,1,1,0,0,1529,0.0,0.0,0,0.0,1,0,0,0,-14.125542
1,1,0,0,1,0,0,0,1,0.0,0.0,0,0.0,0,0,0,0,-0.05415792
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
1,1,0,0,1,1,0,0,4,0.0,0.0,0,0.0,0,0,0,0,-0.067103595
1,1,0,0,1,1,0,0,13,0.0,0.0,6,0.0,0,0,0,0,-2.0233212
1,1,0,0,1,0,1,0,8,0.0,0.0,0,-0.9473684210526316,0,0,0,0,0.07561582
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,1524,0.0,0.0,47,0.0,0,1,0,0,-21.09272
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,1,0,0,6,0.0,0.0,0,0.0,0,0,0,0,-0.02331384
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,0,0,0,1496,0.0,0.0,36,0.0,0,1,0,0,-19.097216
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,1,1,1,6,0.0,0.0,0,0.0,0,0,0,0,0.209012
0,1,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.38059574
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,1,0,0,1338,0.0,0.0,0,0.0,1,0,0,0,-12.380042
1,1,1,0,0,1,0,0,248,0.0,0.0,0,0.0,0,0,1,0,-2.4332652
0,1,0,0,1,1,0,0,-2,0.0,0.0,5,0.0,0,0,0,0,-2.693618
1,1,0,0,1,0,0,0,853,0.0,0.0,3,0.0,0,1,0,0,-8.002147
1,1,0,0,1,0,0,0,1571,0.0,0.0,18,0.0,0,1,0,0,-16.935986
1,1,0,0,1,1,0,0,1571,0.0,0.0,0,0.0,1,0,0,0,-14.509371
0,1,0,0,1,1,0,0,-2,0.0,0.0,39,0.0,0,0,1,0,-20.563
1,1,0,0,1,1,1,1,8,0.0,0.0,5,0.0,0,0,0,0,-1.6821927
1,1,0,0,1,0,0,0,243,0.0,0.0,0,0.0,0,0,0,0,-2.046629
1,1,0,0,1,0,0,0,277,0.0,0.0,0,0.0,0,0,0,0,-2.3573468
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,1,0,-0.37052277
1,1,0,0,1,0,1,0,3169,0.0,0.0,10,-1.0,0,0,0,0,-30.400429
1,1,0,0,1,0,0,0,8,0.0,0.0,1,0.0,0,0,0,0,-0.057157584
1,1,1,0,0,1,0,0,151,0.0,0.0,0,0.0,0,0,0,0,-1.5467999
1,1,0,0,1,0,0,0,1573,0.0,0.0,42,0.0,0,1,0,0,-20.74978
1,1,0,0,1,1,0,0,151,0.0,0.0,2,0.0,0,1,0,0,-1.5711497
1,1,0,0,1,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.34432906
1,1,0,0,1,1,0,0,2,0.0,0.0,0,0.0,0,0,0,0,-0.17041558
1,1,0,0,1,0,1,0,6,0.0,0.0,0,-0.4613778705636743,0,0,0,0,0.0809899
1,1,0,0,1,0,0,0,789,0.0,0.0,0,0.0,0,0,0,0,-7.0364146
1,1,0,0,1,0,0,0,177,0.0,0.0,16,0.0,0,1,0,0,-3.880225
1,1,1,0,0,1,0,0,319,0.0,0.0,0,0.0,0,0,0,0,-3.082118
1,1,1,0,0,1,0,0,1514,0.0,0.0,0,0.0,1,0,0,0,-14.186827
1,1,0,0,1,0,0,0,789,0.0,0.0,0,0.0,0,0,0,0,-7.0364146
1,1,1,0,0,1,0,0,326,0.0,0.0,0,0.0,0,0,0,0,-3.146086
1,1,0,0,1,1,0,0,29,0.0,0.0,2,0.0,0,0,0,0,-0.54979855
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
0,1,0,0,1,0,0,0,-2,0.0,0.0,484,0.0,0,0,1,0,-254.75183
1,1,0,0,1,1,0,0,1529,0.0,0.0,0,0.0,1,0,0,0,-14.125542
1,1,0,0,1,0,0,0,1598,0.0,0.0,0,0.0,0,0,0,0,-14.429695
0,1,0,0,1,1,0,0,-2,0.0,0.0,18,0.0,0,0,0,0,-9.524068
1,1,0,0,1,1,0,0,12,0.0,0.0,8,0.0,0,0,0,0,-2.9697256
0,1,0,0,1,1,1,1,-2,0.0,0.0,1,0.0,0,0,0,0,-1.0698828
0,1,0,0,1,1,1,1,0,0.0,0.0,1,0.0,0,0,0,0,-0.66783774
1,1,0,0,1,1,0,0,165,0.0,0.0,1,0.0,0,0,0,0,-1.634528
0,1,0,0,1,1,0,0,-1,0.0,0.0,14,0.0,0,0,0,0,-7.337775
0,1,0,1,0,1,0,0,0,0.0,0.0,1,0.0,0,0,0,0,-0.5163756
1,1,1,0,0,0,0,0,1453,0.0,0.0,71,0.0,0,1,0,0,-24.437725
1,1,0,0,1,1,0,0,165,0.0,0.0,183,0.0,0,0,0,0,-82.39811
1,1,0,0,1,1,0,0,2,0.0,0.0,31,0.0,0,0,0,0,-16.130537
1,1,0,0,1,0,0,0,1204,0.0,0.0,0,0.0,0,0,0,0,-10.829002
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.3012212
1,1,0,0,1,0,0,0,1571,0.0,0.0,18,0.0,0,1,0,0,-16.935986
1,1,1,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-0.60420316
1,1,0,0,1,1,0,0,226,0.0,0.0,4,0.0,0,0,0,0,-2.6664324
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,194,0.0,0.0,63,0.0,0,0,0,0,-16.303799
1,1,0,0,1,0,0,0,10,0.0,0.0,0,0.0,0,0,0,0,0.08271098
1,1,0,0,1,1,1,1,35,0.0,0.0,13,0.0,0,0,0,0,-3.0830226
1,1,0,0,1,0,0,0,789,0.0,0.0,0,0.0,0,0,0,0,-7.0364146
0,1,0,0,1,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.806652
1,1,0,0,1,0,0,0,1269,0.0,0.0,0,0.0,0,0,0,0,-11.423013
1,1,0,1,0,1,0,0,0,0.0,0.0,1,0.0,0,0,0,0,-0.41995305
1,1,1,0,0,1,0,0,498,0.0,0.0,30,0.0,0,0,0,0,-9.462347
1,1,0,0,1,1,0,0,1026,0.0,0.0,2,0.0,0,1,0,0,-9.567597
0,1,0,0,1,1,0,0,-1,0.0,0.0,1,0.0,0,0,0,0,-0.54405534
1,1,0,0,1,1,0,0,258,0.0,0.0,0,0.0,0,0,0,0,-2.326289
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,1,1,365,0.0,0.0,6,0.0,0,0,0,0,-3.9882474
0,1,0,0,1,1,1,1,-1,0.0,0.0,2,0.0,0,0,0,0,-1.2285081
1,1,1,0,0,1,0,0,1400,0.0,0.0,0,0.0,1,0,0,0,-13.144993
1,1,0,0,1,1,0,0,1010,0.0,0.0,2,0.0,0,1,0,0,-9.42138
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
1,1,0,0,1,0,0,0,13,0.0,0.0,0,0.0,0,0,0,0,0.055294666
0,1,1,0,0,1,1,1,-2,0.0,0.0,0,0.0,0,0,0,0,-0.91646284
1,1,0,0,1,1,0,0,1186,0.0,0.0,1,0.0,0,0,0,0,-10.9652405
0,1,1,0,0,1,0,0,-1,0.0,0.0,0,0.0,0,0,0,0,-0.77729565
1,1,0,0,1,1,0,0,0,0.0,0.0,3,0.0,0,0,0,0,-1.5803897
1,1,1,0,0,1,0,0,332,0.0,0.0,0,0.0,0,0,0,0,-3.200921
1,1,0,0,1,1,0,0,7,0.0,0.0,0,0.0,0,0,0,0,-0.032452643
1,1,0,0,1,1,0,0,1361,0.0,0.0,0,0.0,1,0,0,0,-12.590222
1,1,0,0,1,1,0,0,164,0.0,0.0,48,0.0,0,0,0,0,-11.477613
1,1,0,0,1,1,0,0,2,0.0,0.0,3,0.0,0,0,0,0,-1.4119604
0,1,0,0,1,1,0,0,-1,0.0,0.0,2,0.0,0,0,0,0,-1.0323322
1,1,1,0,0,1,0,0,233,0.0,0.0,0,0.0,0,0,0,0,-2.2961814
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
0,1,0,0,1,1,0,0,-2,0.0,0.0,0,0.0,0,0,0,0,-0.37052277
1,1,0,0,1,1,0,0,957,0.0,0.0,0,0.0,0,0,0,0,-8.714306
1,1,0,0,1,0,0,0,78,0.0,0.0,0,0.0,0,0,0,0,-0.53872776
1,1,0,0,1,0,0,0,1077,0.0,0.0,0,0.0,0,0,0,0,-9.668376
