ts,curr_pid,pid,src_cpu,dst_cpu,imbalance,src_len,src_numa_len,src_preferred_len,delta,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,delta_faults,total_faults,dst_len,src_load,dst_load,nr_fails,cache_nice_tries,buddy_hot,throttled,p_running,test_aggressive,can_migrate,pc_0,pc_1
6118858644799,18945,18937,12,16,7,5,0,4,-6117618230303,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1268971776,0,13,8
6119164085134,9,38758,4,26,393,188,0,97,-6117923648819,0,0,1,1,0,0,0,23238,0,0,0,0,1,0,0,1,1081570304,0,596,349
6119164106538,9,29921,4,26,393,188,0,97,-6116607792094,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1081570304,0,596,349
6119600037053,38762,38763,6,5,108,27,0,14,-6118359634516,0,0,1,1,0,0,0,63,32,0,0,0,1,0,0,1,1452322816,0,108,54
6119600059834,38762,19046,6,5,108,27,0,14,-6115967715418,0,0,1,1,0,0,0,0,32,0,0,0,1,0,0,0,1452322816,0,108,54
6119600125269,0,38763,6,1,108,27,0,14,-6118359702626,1,0,0,1,0,0,0,63,0,0,0,0,1,0,0,1,2608927744,0,108,54
6119600145443,0,19046,6,1,108,27,0,14,-6115967715418,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,108,54
6119600198521,38764,38763,6,7,108,27,0,14,-6118359702626,0,0,1,1,0,0,0,63,22,0,0,0,1,0,0,1,715814400,0,108,54
6119600230438,38764,19046,6,7,108,27,0,14,-6115967715418,0,0,1,1,0,0,0,0,22,0,0,0,1,0,0,0,715814400,0,108,54
6119600255625,38762,38763,6,8,108,27,0,14,-6118359702626,0,0,1,1,0,0,0,63,14,0,0,0,1,0,0,1,1452322816,0,108,54
6119600275416,38762,19046,6,8,108,27,0,14,-6115967715418,0,0,1,1,0,0,0,0,14,0,0,0,1,0,0,0,1452322816,0,108,54
6119600161240,9,38763,6,9,108,27,0,14,-6118359702626,0,0,1,1,0,0,0,63,1,0,0,0,1,0,0,1,1081570304,0,108,54
6119600181280,9,19046,6,9,108,27,0,14,-6115967715418,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1081570304,0,108,54
6119600080454,38761,38763,6,18,193,27,0,14,-6118359702626,0,0,1,0,0,1,0,63,343,0,0,0,2,0,0,1,1171998976,0,108,54
6119600106935,38761,19046,6,18,193,27,0,14,-6115967715418,0,0,1,0,0,0,0,0,343,0,0,0,2,0,0,0,1171998976,0,108,54
6120708061097,0,1803,10,1,1,2,0,2,-6119467615909,1,0,0,1,1,1,0,193,0,0,0,0,1,0,0,1,2608927744,0,2,2
6120708081201,0,26942,10,1,1,2,0,2,-6118647778204,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,2,2
6120929477598,18990,18983,12,23,6,1,0,1,-6119689040159,0,0,1,1,1,1,0,38,1,0,0,0,1,0,0,0,217512448,0,4,2
6120929497315,18990,84,12,23,6,1,0,1,-6119689072244,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,217512448,0,4,2
6120929505022,18990,866,12,23,6,1,0,1,-6059525039905,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,217512448,0,4,2
6120971457884,18979,18983,12,22,22,1,0,0,-6119731025743,0,0,1,1,1,1,0,38,0,0,0,0,1,0,0,0,3074575104,0,0,2
6120971478858,18979,84,12,22,22,1,0,0,-6119731025743,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,3074575104,0,0,2
6121332069390,9,38768,27,1,345,165,0,86,-6120091596523,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,1,1081570304,0,522,306
6121332089973,9,396,27,1,345,165,0,86,-6116607813147,0,0,1,1,0,0,0,0,5,0,0,0,1,1,0,0,1081570304,0,522,306
6121410369646,26968,26974,1,12,179,25,0,17,-6120169219007,0,0,1,0,1,0,-57,65,0,0,0,0,2,0,0,0,2162963456,1,9,24
6121492053203,38773,38772,47,12,181,173,0,102,-6120251610171,0,0,1,1,0,0,0,0,27,0,0,0,1,0,0,0,3593119744,0,332,262
6121492070324,38773,294,47,12,181,173,0,102,-6120251610171,0,0,1,1,0,0,0,0,27,0,0,0,1,0,1,1,3593119744,0,332,262
6121492083497,9,38772,47,17,181,173,0,102,-6120251610171,0,0,1,1,0,0,0,0,66,0,0,0,1,0,0,0,1081570304,0,332,262
6121492099887,9,294,47,17,181,173,0,102,-6120251610171,0,0,1,1,0,0,0,0,66,0,0,0,1,0,0,1,1081570304,0,332,262
6122592998885,1803,1752,21,20,2,1,0,1,20,0,0,1,1,0,0,0,75,0,0,0,0,1,0,0,0,3147440128,1,1,1
6126048197515,18979,18990,23,22,2,0,0,0,-6124807644884,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3074575104,0,0,0
6126048221069,18979,35480,23,22,2,0,0,0,-6124807644884,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3074575104,0,0,0
6126049088693,35394,18990,23,26,8,0,0,0,-6124807715291,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,4251128320,1,0,0
6126051777747,18979,18983,12,23,7,2,0,1,-6124811214427,0,0,1,1,1,1,0,38,0,0,0,0,1,0,0,0,3074575104,0,6,3
6126051795964,18979,84,12,23,7,2,0,1,-6124811214427,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,3074575104,0,6,3
6126099588043,18979,18990,27,23,52,11,0,6,-6124859039335,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3074575104,0,41,21
6126099608977,18979,396,27,23,52,11,0,6,-6124859039335,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3074575104,0,41,21
6129091550913,18968,18951,43,22,6,2,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2993125376,1,6,3
6129091656368,18953,18972,39,37,3,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3744672768,1,0,0
6129728034461,0,38795,26,3,106,51,0,27,-6128487417003,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,159,93
6129728055976,0,22112,26,3,106,51,0,27,-6128487417003,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2608927744,0,159,93
6131169521822,18990,18979,23,36,6,0,0,0,-6129928872945,0,0,1,1,0,0,0,6,1,0,0,0,1,0,0,0,217512448,0,0,0
6131169538507,18990,35480,23,36,6,0,0,0,-6129928872945,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,217512448,0,0,0
6131171886356,26973,18983,12,9,7,0,0,0,-6129931222237,0,0,1,0,1,0,-36,38,0,0,0,0,2,0,0,0,2672192512,0,0,0
6131171907027,26973,84,12,9,7,0,0,0,-6129931222237,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,2672192512,0,0,0
6131178582780,18979,18983,12,23,19,0,0,0,-6129937900866,0,0,1,1,1,1,0,38,3,0,0,0,1,0,0,0,3074575104,0,0,0
6131178601787,18979,84,12,23,19,0,0,0,-6129937900866,0,0,1,1,0,0,0,0,3,0,0,0,1,0,1,1,3074575104,0,0,0
6131194889603,18990,18979,23,36,37,0,0,0,-6129954226931,0,0,1,1,0,0,0,6,0,0,0,0,1,0,0,0,217512448,0,0,1
6131194909533,18990,35480,23,36,37,0,0,0,-6129954226931,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,217512448,0,0,1
6133820051694,19010,26965,0,8,255,431,0,316,-6132579315357,0,0,1,1,1,1,0,10052,0,0,0,0,1,0,0,0,3379721472,0,503,489
6133820071465,19010,3,0,8,255,431,0,316,-6132579315357,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3379721472,0,503,489
6133864031285,27154,38800,47,46,88,42,0,22,-6132623307387,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1949421312,0,132,77
6133864049595,27154,22115,47,46,88,42,0,22,-6128647570427,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1949421312,0,132,77
6133864070253,9,38800,47,25,82,42,0,22,-6132623331312,0,0,1,0,0,0,0,0,56,0,0,0,2,0,0,0,1081570304,0,132,77
6133864089223,9,22115,47,25,82,42,0,22,-6132623331312,0,0,1,0,0,0,0,0,56,0,0,0,2,0,0,1,1081570304,0,132,77
6134188303585,18945,18977,41,45,1,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1268971776,1,0,0
6136293672733,18844,18990,23,8,13,0,0,0,-6135052887708,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,4187094272,0,0,0
6136293696027,18844,35480,23,8,13,0,0,0,-6135052887708,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,1,4187094272,0,0,0
6139596095124,9,38808,47,34,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,0,0,0,0,2,0,0,1,1081570304,0,857,563
6139596119297,9,22115,47,34,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1081570304,0,857,563
6139596136321,0,38808,47,13,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,1,1,2608927744,0,857,563
6139596154368,0,22115,47,13,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596178046,0,38808,47,14,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596188079,0,22115,47,14,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596204109,0,38808,47,15,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596213930,0,22115,47,15,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596230357,0,38808,47,16,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596240300,0,22115,47,16,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2608927744,0,857,563
6139596260571,0,38808,47,18,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596272771,0,22115,47,18,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596290245,0,38808,47,19,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596302262,0,22115,47,19,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596320212,0,38808,47,20,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596332426,0,22115,47,20,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596350887,0,38808,47,21,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596362893,0,22115,47,21,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596382717,0,38808,47,22,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,1,0,0,1,2608927744,0,857,563
6139596394798,0,22115,47,22,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2608927744,0,857,563
6139596411464,0,38808,47,23,504,321,0,171,-6138355174799,1,0,0,1,0,0,0,62,0,0,0,0,0,0,0,1,2608927744,0,857,563
6139596423415,0,22115,47,23,504,321,0,171,-6136628683530,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2608927744,0,857,563
6139596516927,1733,38808,47,4,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,1,0,0,0,2,0,0,1,2068015104,0,857,563
6139596537531,1733,22115,47,4,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2068015104,0,857,563
6139597348891,38687,38808,47,34,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,0,0,0,0,2,0,0,1,2456657408,0,857,563
6139597366757,38687,22115,47,34,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2456657408,0,857,563
6139597547135,38687,38808,47,34,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,0,0,0,0,2,0,0,1,2456657408,0,857,563
6139597561102,38687,22115,47,34,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2456657408,0,857,563
6139597720636,38687,38808,47,34,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,0,0,0,0,2,0,0,1,2456657408,0,857,563
6139597734053,38687,22115,47,34,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2456657408,0,857,563
6139597888447,38687,38808,47,34,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,0,0,0,0,2,0,0,1,2456657408,0,857,563
6139597901844,38687,22115,47,34,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2456657408,0,857,563
6139598056091,38687,38808,47,34,504,321,0,171,-6138355174799,0,0,1,0,0,1,0,62,0,0,0,0,2,0,0,1,2456657408,0,857,563
6139598069331,38687,22115,47,34,504,321,0,171,-6136628683530,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2456657408,0,857,563
6141405887058,18990,18983,22,23,2,0,0,0,-6140164977194,0,0,1,1,1,1,0,38,0,0,0,0,1,0,0,0,217512448,0,0,0
6141405912256,18990,6193,22,23,2,0,0,0,-6140164977194,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,217512448,0,0,0
6141413135920,18990,18979,36,23,2,0,0,0,-6140172227656,0,0,1,1,0,0,0,6,6,0,0,0,1,0,0,0,217512448,0,0,0
6141413154372,18990,31914,36,23,2,0,0,0,-6140172227656,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,1,217512448,0,0,0
6141438730902,18979,18983,22,36,28,0,0,0,-6140197828687,0,0,1,1,1,1,0,38,2,0,0,0,1,0,0,0,3074575104,0,0,0
6141438751846,18979,6193,22,36,28,0,0,0,-6140197828687,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,3074575104,0,0,0
6141446892851,18979,18990,23,36,34,7,0,5,-6140206010918,0,0,1,1,0,0,0,0,7,0,0,0,1,0,0,0,3074575104,0,3,7
6141446913135,18979,35480,23,36,34,7,0,5,-6140206010918,0,0,1,1,0,0,0,0,7,0,0,0,1,0,0,1,3074575104,0,3,7
6141461144754,26965,18983,22,10,55,10,0,4,-6140220242631,0,0,1,0,1,0,-36,38,0,0,0,0,2,0,0,0,2992050176,0,15,14
6141461167795,26965,6193,22,10,55,10,0,4,-6140220242631,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2992050176,0,15,14
6141463039290,18979,18990,23,36,42,12,0,7,-6140222140943,0,0,1,1,0,0,0,0,11,0,0,0,1,0,0,0,3074575104,0,18,15
6141463050899,18979,35480,23,36,42,12,0,7,-6140222140943,0,0,1,1,0,0,0,0,11,0,0,0,1,0,0,1,3074575104,0,18,15
6141484415559,18979,18990,23,36,45,10,0,7,-6140243516668,0,0,1,1,0,0,0,0,8,0,0,0,1,0,0,0,3074575104,0,5,9
6141484427261,18979,35480,23,36,45,10,0,7,-6140243516668,0,0,1,1,0,0,0,0,8,0,0,0,1,0,0,1,3074575104,0,5,9
6141708064571,0,1798,9,1,1,1,0,1,-6140467175838,1,0,0,1,0,0,0,63,0,0,0,0,1,0,0,0,2608927744,0,1,1
6141708084762,0,1798,9,1,1,1,0,1,-6140467175838,1,0,0,1,0,0,0,63,0,0,0,0,1,0,0,0,2608927744,0,1,1
6141964059650,0,26973,9,11,23,6,0,3,-6140723121090,1,0,0,1,1,1,0,63,4,0,0,0,1,0,0,1,1441889792,0,24,12
6141964078817,0,21300,9,11,23,6,0,3,-6138939196695,1,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,1441889792,0,24,12
6141964093227,0,26973,9,1,23,6,0,3,-6140723121090,1,0,0,1,1,1,0,63,0,0,0,1,1,0,0,1,2608927744,0,24,12
6141964112988,0,21300,9,1,23,6,0,3,-6138939196695,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2608927744,0,24,12
6141964134202,18551,26973,9,7,23,6,0,3,-6140723205280,0,0,1,1,1,1,0,63,1,0,0,0,1,0,0,0,1514542848,0,24,12
6141964156139,18551,21300,9,7,23,6,0,3,-6140723205280,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1514542848,0,24,12
6146092086803,35480,26975,24,23,27,7,0,4,-6144851027852,0,0,1,0,1,0,-82,90,0,0,0,0,2,0,0,1,2969164032,0,28,14
6146092111677,35480,20714,24,23,27,7,0,4,-6142723194672,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2969164032,0,28,14
6146092129057,9,26975,24,36,27,7,0,4,-6144851027852,0,0,1,0,1,0,-82,90,0,0,0,0,2,0,0,1,1081570304,0,28,14
6146092149621,9,20714,24,36,27,7,0,4,-6142723194672,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1081570304,0,28,14
6146288061691,9,38825,38,26,172,201,0,122,-6145047038102,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1081570304,0,333,286
6146288078878,9,240,38,26,172,201,0,122,-6145047038102,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1081570304,0,333,286
6146531577036,18990,18983,36,23,1,0,0,0,-6145290554571,0,0,1,1,1,1,0,38,0,0,0,0,1,0,0,0,217512448,0,0,0
6146531598467,18990,31914,36,23,1,0,0,0,-6145290554571,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,217512448,0,0,0
6146541635027,18983,18990,23,36,24,3,0,1,-6145300625674,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4294926336,0,8,6
6146541647840,18983,35480,23,36,24,3,0,1,-6145300625674,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4294926336,0,8,6
6146561820045,35394,827,11,0,1187,1001,0,572,-6145320813544,0,0,1,1,0,0,0,0,13,0,0,0,1,0,0,1,4251128320,0,2096,1570
6146561833712,35394,26200,11,0,1187,1001,0,572,-6145320761774,0,0,1,1,0,0,0,0,13,0,0,0,1,0,0,0,4251128320,0,2096,1570
6146621148800,18979,18990,23,22,47,0,0,0,-6145380132203,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,0,3074575104,0,0,0
6146621161838,18979,35480,23,22,47,0,0,0,-6145380132203,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,1,3074575104,0,0,0
6146634832026,18979,18983,36,22,36,6,0,2,-6145393816406,0,0,1,1,1,1,0,38,3,0,0,0,1,0,0,0,3074575104,0,1,4
6146634843243,18979,31914,36,22,36,6,0,2,-6145393816406,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,1,3074575104,0,1,4
6150316040779,0,26965,0,5,192,329,0,244,-6149074783399,1,0,0,1,1,1,0,10052,5,0,0,0,1,0,0,0,2078398208,0,378,370
6150316061365,0,1877,0,5,192,329,0,244,-6149074925745,1,0,0,1,1,1,0,184,5,0,0,0,1,0,0,1,2078398208,0,378,370
6150316082170,0,26965,0,6,192,329,0,244,-6149074783399,1,0,0,1,1,1,0,10052,2,0,0,0,1,0,0,0,2078398208,0,378,370
6150316092240,0,1877,0,6,192,329,0,244,-6149074925745,1,0,0,1,1,1,0,184,2,0,0,0,1,0,0,1,2078398208,0,378,370
6150316112267,0,26965,0,8,192,329,0,244,-6149074783399,1,0,0,1,1,1,0,10052,0,0,0,0,1,0,0,0,2078398208,0,378,370
6150316121790,0,1877,0,8,192,329,0,244,-6149074925745,1,0,0,1,1,1,0,184,0,0,0,0,1,0,0,1,2078398208,0,378,370
6150316144382,0,1805,10,9,14,3,0,2,-6149074927389,1,0,0,1,1,1,0,34,0,0,0,0,1,0,0,1,2078398208,0,10,5
6150316156860,0,26942,10,9,14,3,0,2,-6143743181624,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2078398208,0,10,5
6150316174687,0,26965,0,24,192,329,0,244,-6149074783399,1,0,0,1,1,1,0,10052,25,0,0,0,0,0,0,0,2078398208,0,378,370
6150316184602,0,1877,0,24,192,329,0,244,-6149074925745,1,0,0,1,1,1,0,184,25,0,0,0,0,0,0,1,2078398208,0,378,370
6150316205263,0,1805,10,25,14,3,0,2,-6149074927389,1,0,0,1,1,1,0,34,0,0,0,0,1,0,0,1,2078398208,0,10,5
6150316214824,0,26942,10,25,14,3,0,2,-6143743181624,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2078398208,0,10,5
6150316241206,0,26965,0,2,192,329,0,244,-6149074783399,1,0,0,1,1,1,0,10052,20,0,0,0,1,0,0,0,2078398208,0,378,370
6150316251249,0,1877,0,2,192,329,0,244,-6149074925745,1,0,0,1,1,1,0,184,20,0,0,0,1,0,0,1,2078398208,0,378,370
6150320042270,0,26965,0,24,226,345,0,257,-6149074783399,1,0,0,1,1,1,0,10052,21,0,0,1,0,0,0,0,2078398208,1,415,391
6150321287023,1781,38687,47,44,19,13,0,12,-6149074872721,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2060219392,1,25,13
6150315885129,287,1796,42,46,10,0,0,0,12,0,0,1,1,0,0,0,66,0,0,0,0,1,0,0,0,3155779072,1,0,0
6150321593541,1796,1816,40,46,10,2,0,2,-6149080313109,0,0,1,1,1,1,0,2,5,0,0,0,1,0,0,0,240888320,0,6,4
6150321615474,1796,2121,40,46,10,2,0,2,-6149080313109,0,0,1,1,0,0,0,77,5,0,0,0,1,0,0,1,240888320,0,6,4
6150321414723,2091,1739,36,12,7,4,0,2,-6149079074717,0,0,1,1,0,0,0,246,6,0,0,0,0,0,1,0,1245282048,1,9,6
6150321377445,2128,2117,13,16,12,5,0,3,-6149079477568,0,0,1,1,1,1,0,73,14,0,0,0,1,0,1,0,3534836480,1,11,7
6150321543986,2129,1816,40,38,9,2,0,2,-6149080313109,0,0,1,1,1,1,0,2,2,0,0,0,1,0,1,0,1871552256,0,6,4
6150321570763,2129,2121,40,38,9,2,0,2,-6149080313109,0,0,1,1,0,0,0,77,2,0,0,0,1,0,1,1,1871552256,0,6,4
6150321442060,2069,1816,40,39,9,2,0,2,-6149080313109,0,0,1,1,1,1,0,2,12,0,0,0,1,0,0,0,54016,0,6,4
6150321500425,2069,2121,40,39,9,2,0,2,-6149080313109,0,0,1,1,0,0,0,77,12,0,0,0,1,0,0,1,54016,0,6,4
6150321404373,2889,1764,37,47,11,3,0,2,-6149079433058,0,0,1,1,0,0,0,0,13,0,0,0,1,0,0,0,2908454656,1,8,5
6150408070497,9,38831,47,8,171,198,0,121,-6149166944383,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1081570304,0,331,282
6150408090724,9,294,47,8,171,198,0,121,-6149166944383,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1081570304,0,331,282
6151651368902,18983,18990,23,22,11,1,0,1,-6150410227521,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4294926336,0,2,1
6151651392766,18983,35480,23,22,11,1,0,1,-6150410227521,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4294926336,0,2,1
6153004060705,18844,5338,27,12,1,1,0,1,-6151762866745,0,0,1,0,0,0,0,40,15,0,0,0,2,0,0,1,4187094272,0,2,1
6153004080305,18844,174,27,12,1,1,0,1,-6114571817440,0,0,1,0,0,0,0,0,15,0,0,0,2,0,1,0,4187094272,0,2,1
6153004246730,18852,18844,12,9,33,15,0,8,-6151762902978,0,0,1,0,1,0,-12424,23238,0,0,0,0,2,0,0,0,2071288832,0,47,27
